Book Id,Title,Author,My Rating,Average Rating,Publisher,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Read Count
59364173,I'm Glad My Mom Died,Jennette McCurdy,4,4.58,Simon & Schuster,320,2022,2022,17/01/2023,14/01/2023,read,1
61190,The Evolution of Useful Things: How Everyday Artifacts-From Forks and Pins to Paper Clips and Zippers-Came to be as They are.,Henry Petroski,0,3.54,Vintage,288,1994,1994,,14/01/2023,to-read,0
32150534,Samsung Rising: The Inside Story of the South Korean Giant That Set Out to Beat Apple and Conquer Tech,Geoffrey Cain,0,3.7,Currency,416,2020,2020,,14/01/2023,to-read,0
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,0,4.18,The Penguin Press,450,2006,2006,,14/01/2023,to-read,0
25019,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",Simon Winchester,0,3.84,Harper Perennial,242,2005,1998,,14/01/2023,to-read,0
32145,Stiff: The Curious Lives of Human Cadavers,Mary Roach,0,4.06,W. W. Norton  Company,303,2004,2003,,14/01/2023,to-read,0
58524608,"Why They Stay: Sex Scandals, Deals, and Hidden Agendas of Eight Political Wives",Anne Michaud,0,4.32,,199,2021,,,14/01/2023,to-read,0
29036,The Great Influenza: The Story of the Deadliest Pandemic in History,John M. Barry,0,3.98,Penguin Books,546,2005,2004,,14/01/2023,to-read,0
25362017,The Girl with Seven Names: A North Korean Defector’s Story,Hyeonseo Lee,0,4.41,William Collins,304,2015,2014,,14/01/2023,to-read,0
29370481,Killing the Rising Sun: How America Vanquished World War II Japan,Bill O'Reilly,0,4.35,Henry Holt and Co.,323,2016,2016,,14/01/2023,to-read,0
1617037,Sneaker Wars: The Enemy Brothers Who Founded Adidas and Puma and the Family Feud That Forever Changed the Business of Sport,Barbara Smit,0,3.9,Ecco,400,2008,2005,,14/01/2023,to-read,0
9755737,The King's Speech: How One Man Saved the British Monarchy,Mark Logue,0,3.69,Quercus ,242,2010,2010,,14/01/2023,to-read,0
55825273,The Comfort Book,Matt Haig,0,4.1,Penguin Life,272,2021,2021,,14/01/2023,to-read,0
59366141,Split Decision: Life Stories,Ice-T,0,4.22,Gallery Books,304,2022,,,14/01/2023,to-read,0
27220736,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,0,4.47,Scribner,400,2016,2016,,14/01/2023,to-read,0
762542,The Four Steps to the Epiphany: Successful Strategies for Startups That Win,Steve Blank,0,3.94,K & S Ranch,281,2005,2003,,14/01/2023,to-read,0
10778139,100 Things Every Designer Needs to Know about People,Susan M. Weinschenk,0,4.1,New Riders Publishing,242,2011,2011,,14/01/2023,to-read,0
840,The Design of Everyday Things,Donald A. Norman,0,4.16,Basic Books,240,2002,1988,,14/01/2023,to-read,0
356896,The Greatest Salesman in the World,Og Mandino,0,4.2,Bantam,128,1983,1968,,14/01/2023,to-read,0
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,0,4.2,Ecco,392,2015,2015,,14/01/2023,to-read,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,0,4.18,"Farrar, Straus and Giroux",499,2011,2011,,14/01/2023,to-read,0
106835,The Intelligent Investor,Benjamin Graham,0,4.25,Harper Business,623,2006,1949,,14/01/2023,to-read,0
11116349,An Elephant in the Garden,Michael Morpurgo,0,4.19,Feiwel & Friends,199,2011,2009,,14/01/2023,to-read,0
52508857,"How to Feed a Dictator: Saddam Hussein, Idi Amin, Enver Hoxha, Fidel Castro, and Pol Pot Through the Eyes of Their Cooks",Witold Szabłowski,0,4.2,Penguin Books,288,2020,2019,,14/01/2023,to-read,0
35068576,The Girl From Kathmandu: Twelve Dead Men and a Woman's Quest for Justice,Cam Simpson,0,4.25,Harper,400,2018,2018,,14/01/2023,to-read,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,0,4.38,Scribner,368,2017,2017,,14/01/2023,to-read,0
42448151,Frying Plantain,Zalika Reid-Benta,3,3.86,Astoria,272,2019,2019,14/01/2023,14/11/2022,read,2
53773242,What Strange Paradise,Omar El Akkad,0,4.09,Knopf Publishing Group,256,2021,2021,,14/01/2023,to-read,0
52214103,Five Little Indians,Michelle Good,0,4.5,Harper Perennial,304,2020,2020,,14/01/2023,to-read,0
59641216,"Friends, Lovers, and the Big Terrible Thing",Matthew   Perry,0,3.78,Flatiron Books,272,2022,2022,,14/01/2023,to-read,0
43323,The Other Side of Me,Sidney Sheldon,0,3.74,Vision,432,2006,2005,,13/12/2022,to-read,0
3752261,Imagine This,Sade Adeniran,0,3.85,,331,2008,2007,,13/12/2022,to-read,0
6948436,Little Bee,Chris Cleave,0,3.72,Simon & Schuster,271,2010,2008,,13/12/2022,to-read,0
16165298,Jungle Justice,Somi Ekhasomhi,0,3.43,Raven Books,24,2012,2012,,13/12/2022,to-read,0
16132844,Nothing Comes Close,Tolulope Popoola,0,3.81,Accomplish Press,302,2012,2012,,13/12/2022,to-read,0
56687167,A Good Name,Yejide Kilanko,4,4.06,Guernica Editions,275,2021,2021,,13/12/2022,read,1
55704640,How We Met: A  Memoir of Love and Other Misadventures,Huma Qureshi,0,4.17,Elliott & Thompson,224,2021,2021,,09/12/2022,currently-reading,1
8662312,Breakthrough Advertising,Eugene M. Schwartz,0,4.54,Bottom Line Books,236,2004,1966,,09/12/2022,currently-reading,1
59344312,Verity,Colleen Hoover,0,4.39,Grand Central Publishing,336,2021,2018,,24/11/2022,currently-reading,1
28260356,Men Don't Cry,Faïza Guène,4,3.89,Bloomsbury Qatar Foundation Publishing,320,2016,2006,,23/11/2022,read,1
43706466,10 Minutes 38 Seconds in This Strange World,Elif Shafak,4,4.09,Viking,312,2019,2019,20/11/2022,16/11/2022,read,1
50358031,Leave the World Behind,Rumaan Alam,0,3.19,Ecco,241,2020,2020,,16/11/2022,currently-reading,1
15835031,If He Had Been with Me,Laura Nowlin,5,4.06,Sourcebooks Fire,330,2013,2013,15/11/2022,15/11/2022,read,1
40938216,Silence is My Mother Tongue,Sulaiman Addonia,0,3.84,The Indigo Press,208,2018,2018,,11/11/2022,currently-reading,1
41454344,How It Feels to Float,Helena  Fox,5,3.99,Dial Books,384,2019,2019,11/11/2022,10/11/2022,read,1
31567976,The Khan,Saima  Mir,4,3.58,,,,2021,10/11/2022,06/11/2022,read,1
60393672,"It Starts with Us (It Ends with Us, #2)",Colleen Hoover,2,4.01,Atria Books,323,2022,2022,10/11/2022,09/11/2022,read,1
59584100,"The Sex Lives of African Women: Self-Discovery, Freedom, and Healing",Nana Darkoa Sekyiamah,3,4.08,Astra House,271,2022,2021,09/11/2022,08/11/2022,read,1
51582376,The Secret Lives of Church Ladies,Deesha Philyaw,4,4.22,West Virginia University Press,179,2020,2020,03/11/2022,03/11/2022,read,1
53450790,The Perfect Marriage,Jeneva Rose,4,4.04,Bloodhound Books,342,2020,2020,06/11/2022,22/06/2022,read,1
57032570,Notes on Grief,Chimamanda Ngozi Adichie,4,4.23,Knopf,80,2021,2021,05/11/2022,28/06/2022,read,1
18693763,Everything I Never Told You,Celeste Ng,5,3.86,Penguin Press,297,2014,2014,29/10/2022,31/05/2022,read,1
50224049,How to Kill Your Family,Bella Mackie,0,3.65,The Borough Press,355,2021,2021,,26/10/2022,currently-reading,1
61161458,She is the poem,June Bates,0,3.94,,113,2022,,,25/10/2022,to-read,0
51823843,"Ogadinma Or, Everything Will Be All Right",Ukamaka Olisakwe,4,4,The Indigo Press,256,2020,2020,24/10/2022,26/02/2021,read,1
58402024,Tomorrow I Become a Woman,Aiwanose Odafen,5,4.3,Simon  Schuster Audio UK,,2022,,22/10/2022,20/10/2022,read,1
53746115,Hana Khan Carries On,Uzma Jalaluddin,0,4,HarperAvenue,368,2021,2021,,17/10/2022,currently-reading,1
27213250,A House Without Windows,Nadia Hashimi,5,3.99,William Morrow,415,2016,2016,17/10/2022,09/10/2022,read,1
26114135,All the Ugly and Wonderful Things,Bryn Greenwood,3,4.02,Thomas Dunne Books,432,2016,2016,08/10/2022,07/10/2022,read,1
52149789,The Best of Friends,Lucinda Berry,4,4.06,Thomas & Mercer,281,2020,2020,03/09/2022,03/09/2022,read,1
59088365,Honey & Spice,Bolu Babalola,4,3.95,William Morrow,368,2022,2022,07/10/2022,14/06/2022,read,1
59425333,The Hive,Scarlett Brade,3,3.16,,400,2022,2022,,28/09/2022,read,1
44421460,Before the Coffee Gets Cold,Toshikazu Kawaguchi,0,3.75,Picador,213,2019,2015,,18/09/2022,to-read,0
35003282,An Orchestra of Minorities,Chigozie Obioma,0,3.69,"Little, Brown and Company",448,2019,2019,,15/07/2022,currently-reading,1
35545737,A Walk to Remember,Nicholas Sparks,4,4.19,Grand Central Publishing ,215,2000,1999,,26/06/2022,read,1
131359,"Death on the Nile (Hercule Poirot, #16)",Agatha Christie,5,4.12,Bantam Books,352,1978,1937,28/08/2022,20/08/2022,read,1
40630,How Europe Underdeveloped Africa,Walter Rodney,0,4.4,Howard University Press,312,1981,1971,,28/04/2021,currently-reading,1
58985535,Dele Weds Destiny,Tomi Obaro,4,3.67,Knopf Publishing Group,256,2022,2022,10/08/2022,04/08/2022,read,1
33385229,They Both Die at the End,Adam Silvera,0,3.81,Quill Tree Books,389,2017,2017,,04/08/2022,to-read,0
27362503,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,5,4.31,Atria Books,386,2016,2016,04/08/2022,29/07/2022,read,1
976,Deception Point,Dan Brown,0,3.74,Pocket Books,556,2002,2001,,20/07/2022,currently-reading,1
50143,Asleep,Banana Yoshimoto,3,3.77,Faber & Faber,177,2001,1989,19/07/2022,09/07/2022,read,1
57797679,Wahala,Nikki May,0,3.7,Custom House,384,2022,2022,,15/07/2022,to-read,0
51168133,Butter Honey Pig Bread,Francesca Ekwuyasi,0,4.34,Arsenal Pulp Press,317,2020,2020,,15/07/2022,to-read,0
2320230,Every Day Is for the Thief,Teju Cole,0,3.7,Cassava Republic,128,2007,2007,,15/07/2022,to-read,0
1407176,In the Ditch,Buchi Emecheta,0,4.07,Heinemann Educational Books,135,1994,1972,,15/07/2022,to-read,0
898305,Women Are Different,Flora Nwapa,0,3.63,Africa Research and Publications,140,1992,,,15/07/2022,to-read,0
16059650,"Love Is Power, or Something Like That: Stories",A. Igoni Barrett,0,3.71,Graywolf Press,199,2013,2013,,15/07/2022,to-read,0
25852858,And After Many Days,Jowhor Ile,0,3.43,Tim Duggan Books,256,2016,2016,,15/07/2022,to-read,0
219909,The Rape of Shavi,Buchi Emecheta,0,3.7,George Braziller Inc.,178,1985,1983,,15/07/2022,to-read,0
41250,GraceLand,Chris Abani,0,3.79,Picador,336,2005,2004,,15/07/2022,to-read,0
42201357,A Particular Kind of Black Man,Tope Folarin,0,3.92,Simon & Schuster,272,2019,2019,,15/07/2022,to-read,0
49218745,The Son of the House,Cheluchi Onyemelukwe-Onuobia,0,4.12,Dundurn Press,288,2021,2019,,15/07/2022,to-read,0
58311986,Harry Sylvester Bird,Chinelo Okparanta,0,3.36,Mariner Books,312,2022,2022,,15/07/2022,to-read,0
413177,Beasts of No Nation,Uzodinma Iweala,0,3.77,Harper Perennial,142,2006,2005,,15/07/2022,to-read,0
35180983,Speak No Evil,Uzodinma Iweala,0,3.87,HarperAudio,7,2018,2018,,15/07/2022,to-read,0
56783758,"New York, My Village",Uwem Akpan,0,3.44,W. W. Norton  Company,416,2021,2021,,15/07/2022,to-read,0
56994001,Sankofa,Chibundu Onuzo,0,3.88,Catapult,304,2021,2021,,15/07/2022,to-read,0
139724,The Icarus Girl,Helen Oyeyemi,0,3.64,Anchor,352,2006,2005,,15/07/2022,to-read,0
9414177,"Tiny Sunbirds, Far Away",Christie Watson,0,4.09,Other Press,438,2011,2011,,15/07/2022,to-read,0
31522415,What It Means When a Man Falls from the Sky,Lesley Nneka Arimah,0,4.11,Riverhead Books,232,2017,2017,,15/07/2022,to-read,0
8526694,Open City,Teju Cole,0,3.5,Random House,259,2011,2011,,15/07/2022,to-read,0
58635658,Hope and Glory,Jendella Benson,0,3.67,William Morrow & Company,400,2022,2022,,15/07/2022,to-read,0
54492661,Lightseekers,Femi  Kayode,0,3.77,Mulholland Books,432,2021,2021,,15/07/2022,to-read,0
29964462,The Carnivorous City,Toni Kan,0,3.65,Cassava Republic Press,241,2016,,,15/07/2022,to-read,0
56462354,The Sweetest Remedy,Jane Igharo,0,3.77,Berkley Books,320,2021,2021,,15/07/2022,to-read,0
20814511,Tomorrow Died Yesterday,Chimeka Garricks,0,4.51,PAPERWORTH BOOKS,299,2011,2011,,14/07/2022,to-read,0
61204489,Microsoft Power BI Data Analyst Certification Guide: A comprehensive guide to becoming a confident and certified Power BI professional,Orrin Edenfield,0,3.6,,,2022,,,12/07/2022,currently-reading,1
9736930,Before I Go to Sleep,S.J. Watson,5,3.9,Harper,359,2011,2011,08/07/2022,22/06/2022,read,1
40886917,The Perfect Child,Lucinda Berry,4,4.1,Thomas & Mercer,371,2019,2019,05/07/2022,22/06/2022,read,1
10569,On Writing: A Memoir of the Craft,Stephen King,5,4.33,Pocket Books,320,2002,2000,01/07/2022,02/03/2021,read,1
55964195,Hell of a Book,Jason Mott,0,4.06,Dutton,323,2021,2021,,30/06/2022,to-read,0
56898266,The Selfless Act of Breathing,J.J. Bola,0,3.62,Atria Books,272,2022,2021,,30/06/2022,to-read,0
51166519,Lakewood,Megan Giddings,0,3.52,Amistad,288,2020,2020,,30/06/2022,to-read,0
41398025,The Farm,Joanne Ramos,0,3.5,Random House,327,2019,2019,,30/06/2022,to-read,0
52381081,Trust Exercise,Susan Choi,0,3.14,Holt Paperbacks,257,2020,2019,,30/06/2022,to-read,0
56020849,The Ones Who Don't Say They Love You: Stories,Maurice Carlos Ruffin,0,4.06,One World,240,2021,2021,,30/06/2022,to-read,0
54424592,What's Mine and Yours,Naima Coster,0,3.58,Grand Central Publishing,341,2021,2021,,30/06/2022,to-read,0
57500766,Love in the Big City,Sang Young Park,0,3.69,Grove Press,240,2021,2019,,30/06/2022,to-read,0
55577679,Give My Love to the Savages: Stories,Chris Stuck,0,3.77,Amistad,256,2021,2021,,30/06/2022,to-read,0
51780160,These Ghosts Are Family,Maisy Card,0,3.68,Simon  & Schuster,271,2020,2020,,30/06/2022,to-read,0
59349398,Nuclear Family,Joseph  Han,0,3.26,Counterpoint,320,2022,2022,,30/06/2022,to-read,0
57846320,The School for Good Mothers,Jessamine Chan,0,3.57,Simon & Schuster,336,2022,2022,,29/06/2022,to-read,0
10534,The Art of War,Sun Tzu,3,3.97,Harper Press,273,2005,-400,29/06/2022,29/06/2022,read,1
39999,The Boy in the Striped Pajamas,John Boyne,0,4.15,David Fickling Books,240,2006,2006,,29/06/2022,to-read,0
18288,Critique of Pure Reason,Immanuel Kant,0,3.96,Cambridge University Press,796,1999,1781,,29/06/2022,to-read,0
30659,Meditations,Marcus Aurelius,0,4.26,Penguin Books,254,2006,180,,29/06/2022,to-read,0
16301,Agatha Christie: An Autobiography,Agatha Christie,0,4.08,HarperCollins Publishers,560,2001,1977,,29/06/2022,to-read,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,0,4.35,"Farrar, Straus and Giroux",796,2002,1879,,29/06/2022,to-read,0
7144,Crime and Punishment,Fyodor Dostoevsky,0,4.25,Penguin,671,2002,1866,,29/06/2022,to-read,0
656,War and Peace,Leo Tolstoy,0,4.15,Oxford University Press,1392,1998,1869,,29/06/2022,to-read,0
15823480,Anna Karenina,Leo Tolstoy,0,4.08,Vintage,964,2012,1878,,29/06/2022,to-read,0
28862,The Prince,Niccolò Machiavelli,0,3.83,Dante University of America Press,140,2003,1513,,29/06/2022,to-read,0
59232998,You Made a Fool of Death with Your Beauty,Akwaeke Emezi,3,3.68,Atria Books,288,2022,2022,29/06/2022,14/06/2022,read,1
18114449,An Unnecessary Woman,Rabih Alameddine,4,3.82,Grove Press,291,2014,2013,29/06/2022,28/06/2022,read,1
37658229,Sidney Sheldon’s The Silent Widow,Tilly Bagshawe,0,3.86,HarperCollins,448,2018,2018,,28/06/2022,to-read,0
53441185,Pretty Little Wife,Darby Kane,0,3.94,William Morrow Paperbacks,403,2020,2020,,28/06/2022,to-read,0
53138158,You Have a Match,Emma Lord,0,3.61,Wednesday Books,320,2021,2021,,28/06/2022,to-read,0
52822210,"Concrete Rose (The Hate U Give, #0)",Angie Thomas,0,4.41,Balzer + Bray,368,2021,2021,,28/06/2022,to-read,0
49111189,The Cousins,Karen M. McManus,0,3.8,Delacorte Press,325,2020,2020,,28/06/2022,to-read,0
53028775,"The Gilded Ones (Deathless, #1)",Namina Forna,0,4.02,Delacorte Press,432,2021,2020,,28/06/2022,to-read,0
54416144,Home Is Not a Country,Safia Elhillo,0,4.23,Make Me a World,224,2021,2021,,28/06/2022,to-read,0
50498335,Me: Moth,Amber McBride,0,4.15,Feiwel and Friends,256,2021,2021,,28/06/2022,to-read,0
55057586,Zero Fail: The Rise and Fall of the Secret Service,Carol Leonnig,0,4.25,Random House,560,2021,2021,,28/06/2022,to-read,0
56668328,"The Bomber Mafia: A Dream, a Temptation, and the Longest Night of the Second World War",Malcolm Gladwell,0,4.03,"Little, Brown and Company",256,2021,2021,,28/06/2022,to-read,0
53138238,"The Three Mothers: How the Mothers of Martin Luther King, Jr., Malcolm X, and James Baldwin Shaped a Nation",Anna Malaika Tubbs,0,4.1,Flatiron Books,261,2021,2021,,28/06/2022,to-read,0
56382342,Vanderbilt: The Rise and Fall of an American Dynasty,Anderson Cooper,0,3.83,Harper,336,2021,2021,,28/06/2022,to-read,0
56132724,"The Woman They Could Not Silence: One Woman, Her Incredible Fight for Freedom, and the Men Who Tried to Make Her Disappear",Kate  Moore,0,4.31,Sourcebooks,560,2021,2021,,28/06/2022,to-read,0
52766142,Aftershocks,Nadia Owusu,0,3.92,Simon  Schuster,299,2021,2021,,28/06/2022,to-read,0
56461570,Beautiful Country,Qian Julie Wang,0,4.19,Doubleday Books,320,2021,2021,,28/06/2022,to-read,0
53238858,"What Happened To You?: Conversations on Trauma, Resilience, and Healing",Bruce D. Perry,0,4.47,Flatiron Books: An Oprah Book,304,2021,2021,,28/06/2022,to-read,0
44678031,Yearbook,Seth Rogen,0,4.18,Crown Publishing Group (NY),260,2021,2021,,28/06/2022,to-read,0
54621094,The Last House on Needless Street,Catriona Ward,0,3.87,Viper,335,2021,2021,,28/06/2022,to-read,0
56666839,"A Dowry of Blood (A Dowry of Blood, #1)",S.T. Gibson,0,4.12,Nyx Publishing,248,2021,2021,,28/06/2022,to-read,0
53256108,All's Well,Mona Awad,0,3.68,Simon & Schuster,352,2021,2021,,28/06/2022,to-read,0
55782435,The Book of Accidents,Chuck Wendig,0,3.77,Del Rey Books,530,2021,2021,,28/06/2022,to-read,0
54303987,The Drowning Kind,Jennifer  McMahon,0,3.83,Gallery/Scout Press,319,2021,2021,,28/06/2022,to-read,0
53290204,Summer Sons,Lee Mandelo,0,3.82,Tordotcom,372,2021,2021,,28/06/2022,to-read,0
56637938,Cackle,Rachel   Harrison,0,3.7,Berkley Books,293,2021,2021,,28/06/2022,to-read,0
56179382,Comfort Me with Apples,Catherynne M. Valente,0,3.6,Tordotcom,103,2021,2021,,28/06/2022,to-read,0
55941857,The Hollows,Mark  Edwards,0,3.88,Thomas & Mercer,336,2021,2021,,28/06/2022,to-read,0
54735151,Near the Bone,Christina Henry,0,3.74,Berkley Books,336,2021,2021,,28/06/2022,to-read,0
56029579,Come with Me,Ronald Malfi,0,4.02,Titan Books,407,2021,2021,,28/06/2022,to-read,0
55479351,"The Whispering Dead (Gravekeeper, #1)",Darcy Coates,0,4.05,Poisoned Pen Press,256,2021,2021,,28/06/2022,to-read,0
55425310,When the Reckoning Comes,LaTanya McQueen,0,3.72,Harper Perennial,237,2021,2021,,28/06/2022,to-read,0
55540151,Where They Wait,Scott  Carson,0,3.62,Atria/Emily Bestler Books,390,2021,2021,,28/06/2022,to-read,0
56269269,This Thing Between Us,Gus Moreno,0,3.78,MCD X Fsg Originals,272,2021,2021,,28/06/2022,to-read,0
55711747,Chasing the Boogeyman,Richard  Chizmar,0,3.98,Gallery Books,322,2021,2021,,28/06/2022,to-read,0
51484449,Bloodline,Jess Lourey,0,3.87,Thomas & Mercer,331,2021,2021,,28/06/2022,to-read,0
55711617,"My Heart Is a Chainsaw (The Lake Witch Trilogy, #1)",Stephen Graham Jones,0,3.57,Gallery / Saga Press,405,2021,2021,,28/06/2022,to-read,0
54798187,Later,Stephen King,0,4,Hard Case Crime,248,2021,2021,,28/06/2022,to-read,0
52057698,How to Fail at Flirting,Denise  Williams,0,3.82,Berkley,343,2020,2020,,28/06/2022,to-read,0
45553600,Second First Impressions,Sally  Thorne,0,3.58,William Morrow,352,2021,2021,,28/06/2022,to-read,0
54326395,"The Dating Plan (Marriage Game, #2)",Sara Desai,0,3.65,Berkley Books,352,2021,2021,,28/06/2022,to-read,0
53382168,The Ex Talk,Rachel Lynn Solomon,0,3.74,Berkley,338,2021,2021,,28/06/2022,to-read,0
58235157,Seven Days in June,Tia Williams,0,4.08,Grand Central Publishing,328,2021,2021,,28/06/2022,to-read,0
53453399,West with Giraffes,Lynda Rutledge,0,4.42,Lake Union Publishing,357,2021,2021,,28/06/2022,to-read,0
51183428,The Love Songs of W.E.B. Du Bois,Honorée Fanonne Jeffers,0,4.52,Harper ,816,2021,2021,,28/06/2022,to-read,0
54304031,Yellow Wife,Sadeqa Johnson,0,4.41,Simon  Schuster,278,2021,2021,,28/06/2022,to-read,0
53138197,Of Women and Salt,Gabriela  Garcia,0,3.7,Flatiron Books,207,2021,2021,,28/06/2022,to-read,0
55333938,The Personal Librarian,Marie Benedict,0,4.07,Berkley Books,341,2021,2021,,28/06/2022,to-read,0
54814839,The Dictionary of Lost Words,Pip Williams,0,4.07,Ballantine Books,376,2021,2020,,28/06/2022,to-read,0
54063343,Hour of the Witch,Chris Bohjalian,0,3.85,Doubleday Books,406,2021,2021,,28/06/2022,to-read,0
53914937,The Rose Code,Kate Quinn,0,4.46,William Morrow,624,2021,2021,,28/06/2022,to-read,0
57175097,The Four Winds,Kristin Hannah,0,4.3,St. Martin's Press,454,2021,2021,,28/06/2022,to-read,0
58745185,Malibu Rising,Taylor Jenkins Reid,0,4.08,Ballantine Books,369,2021,2021,,28/06/2022,to-read,0
50516731,Every Last Secret,A.R. Torre,0,4.02,Thomas & Mercer,302,2020,2020,,28/06/2022,to-read,0
56366617,Not a Happy Family,Shari Lapena,0,3.82,Pamela Dorman Books,349,2021,2021,,28/06/2022,to-read,0
57505278,All Her Little Secrets,Wanda M. Morris,0,3.68,William Morrow,384,2021,2021,,28/06/2022,to-read,0
54626223,Harlem Shuffle,Colson Whitehead,0,3.76,Doubleday,318,2021,2021,,28/06/2022,to-read,0
56852407,Billy Summers,Stephen King,0,4.23,Scribner,515,2021,2021,,28/06/2022,to-read,0
58744977,The Last Thing He Told Me,Laura Dave,0,3.87,Simon & Schuster,307,2021,2021,,28/06/2022,to-read,0
56294820,Oh William!,Elizabeth Strout,0,3.89,Random House,240,2021,2021,,28/06/2022,to-read,0
42346406,One Two Three,Laurie Frankel,0,3.88,Henry Holt and Co.,416,2021,2021,,28/06/2022,to-read,0
57290383,Infinite Country,Patricia Engel,0,3.95,Avid Reader Press,191,2021,2021,,28/06/2022,to-read,0
56607366,Black Buck,Mateo Askaripour,0,3.73,Houghton Mifflin Harcourt,400,2021,2021,,28/06/2022,to-read,0
55169040,We Are the Brennans,Tracey Lange,0,3.84,Celadon Books,288,2021,2021,,28/06/2022,to-read,0
55467800,That Summer,Jennifer Weiner,0,3.69,Atria Books,432,2021,2021,,28/06/2022,to-read,0
55276648,The Reading List,Sara Nisha Adams,0,4.09,William Morrow,373,2021,2021,,28/06/2022,to-read,0
55643278,Golden Girl,Elin Hilderbrand,0,4.18,"Little, Brown and Company",384,2021,2021,,28/06/2022,to-read,0
56625098,The Wish,Nicholas Sparks,0,4.39,Grand Central Publishing,387,2021,2021,,28/06/2022,to-read,0
53310061,"Dial A for Aunties (Aunties, #1)",Jesse Q. Sutanto,0,3.75,Berkley,299,2021,2021,,28/06/2022,to-read,0
57190892,The Spanish Love Deception,Elena  Armas,0,3.92,Elena Armas,482,2021,2021,,28/06/2022,to-read,0
54985743,People We Meet on Vacation,Emily Henry,0,3.94,Berkley Books,364,2021,2021,,28/06/2022,to-read,0
55829194,The Final Girl Support Group,Grady Hendrix,0,3.55,Berkley Books,342,2021,2021,,28/06/2022,to-read,0
128029,A Thousand Splendid Suns,Khaled Hosseini,5,4.42,Riverhead Books,372,2007,2007,28/06/2022,02/03/2021,read,1
58855185,"The Family Remains (The Family Upstairs, #2)",Lisa Jewell,0,3.92,Atria,384,2022,2022,,27/06/2022,to-read,0
11573,The Dead Zone,Stephen King,0,3.95,Signet/New American Library,402,1980,1979,,26/06/2022,to-read,0
5094,"The Drawing of the Three (The Dark Tower, #2)",Stephen King,0,4.23,Signet,463,2003,1987,,26/06/2022,to-read,0
39662,Different Seasons,Stephen King,0,4.35,Warner Books,560,1995,1982,,26/06/2022,to-read,0
43615,"The Gunslinger (The Dark Tower, #1)",Stephen King,0,3.93,Plume,231,2003,1982,,26/06/2022,to-read,0
11566,The Green Mile,Stephen King,0,4.47,Penguin Signet,592,1996,1996,,26/06/2022,to-read,0
33124137,Pet Sematary,Stephen King,0,4.04,Scribner,580,2014,1983,,26/06/2022,to-read,0
11588,The Shining,Stephen King,0,4.26,New English Library (Hodder & Stoughton) ,659,1980,1977,,26/06/2022,to-read,0
43798285,The Institute,Stephen King,5,4.2,Scribner,561,2019,2019,26/06/2022,01/01/2020,read,1
59793324,Life Ceremony,Sayaka Murata,0,3.8,Grove Press,256,2022,2019,,26/06/2022,to-read,0
50144,Kitchen,Banana Yoshimoto,0,3.89,Grove Press,160,2006,1988,,26/06/2022,to-read,0
38357895,Convenience Store Woman,Sayaka Murata,0,3.71,Portobello Books,163,2018,2016,,26/06/2022,to-read,0
55354736,The Baby is Mine,Oyinkan Braithwaite,0,3.25,Atlantic,128,2021,2020,,26/06/2022,to-read,0
43328,Rage of Angels,Sidney Sheldon,5,3.95,HarperCollins Publishers,512,1999,1980,,27/06/2020,read,1
3478,Message in a Bottle,Nicholas Sparks,0,3.97,Warner Books,342,1999,1998,,26/06/2022,to-read,0
6294,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,0,4.29,Harper Trophy,329,2001,1986,,26/06/2022,to-read,0
53835,The Age of Innocence,Edith Wharton,0,3.96,Barnes & Noble Classics,293,2004,1920,,26/06/2022,to-read,0
7137775,"Rules of Attraction (Perfect Chemistry, #2)",Simone Elkeles,0,4.18,Walker Books,336,2010,2010,,26/06/2022,to-read,0
5526,Dear John,Nicholas Sparks,5,4.04,Warner Books (NY),276,2006,2006,,01/01/2018,to-read,1
18619684,The Time Traveler's Wife,Audrey Niffenegger,0,3.99,Zola Books,537,2013,2003,,26/06/2022,to-read,0
18405,Gone with the Wind,Margaret Mitchell,0,4.3,Warner Books,1037,1999,1936,,26/06/2022,to-read,0
54404602,The Sweetness of Water,Nathan  Harris,0,4.18,"Little, Brown and Company",368,2021,2021,,26/06/2022,to-read,0
931524,This House Has Fallen: Nigeria In Crisis,Karl Maier,4,3.92,Basic Books,368,2002,2000,,09/01/2021,african,1
36124936,The Outsider,Stephen King,5,4,Scribner,561,2018,2018,26/06/2022,07/04/2019,read,1
10614,Misery,Stephen King,3,4.2,New English Library,370,1988,1987,25/06/2022,22/06/2022,read,1
48829512,Seven Lies,Elizabeth    Kay,0,3.36,Pamela Dorman Books,376,2020,2020,,25/06/2022,to-read,0
18869986,The Rebecca Notebook: and Other Memories,Daphne du Maurier,0,3.7,"Little, Brown and Company",192,2013,1981,,22/06/2022,to-read,0
